taxonName	siteName	x_mm	y_mm	z_mm	mass_mg
Pinguitellina robusta	1st	8.24	7.04	2.11	36.41
Pinguitellina robusta	1st	8.46	7.00	2.06	36.45
Pinguitellina robusta	1st	8.53	7.10	2.11	41.32
Microfragum festivum	1st	7.81	7.24	2.78	67.05
Microfragum festivum	1st	6.41	6.12	2.08	29.01
Pinguitellina robusta	3rd	10.80	12.85	3.47	138.78
Pinguitellina robusta	3rd	10.80	8.83	2.69	79.83
Pinguitellina robusta	3rd	9.39	7.71	2.41	56.80
Pinguitellina robusta	3rd	6.91	5.64	1.54	20.11
Pinguitellina robusta	3rd	8.39	7.17	2.05	40.31
Pinguitellina robusta	3rd	10.97	9.18	2.75	70.81
Pinguitellina robusta	3rd	8.16	6.93	1.97	34.94
Pinguitellina robusta	3rd	6.18	5.31	1.40	14.81
Pinguitellina robusta	3rd	6.70	5.37	1.48	16.77
Pinguitellina robusta	3rd	7.93	6.49	1.79	24.88
Pinguitellina robusta	3rd	6.57	5.28	1.50	17.12
Pinguitellina robusta	3rd	7.05	5.75	1.68	21.84
Pinguitellina robusta	3rd	9.78	8.08	2.39	55.29
Pinguitellina robusta	3rd	7.68	6.61	1.99	32.59
Pinguitellina robusta	3rd	9.47	7.76	2.39	60.69
Pinguitellina robusta	3rd	8.99	7.73	2.22	45.43
Pinguitellina robusta	3rd	8.74	7.04	2.03	32.65
Pinguitellina robusta	3rd	6.93	5.77	1.47	16.37
Pinguitellina robusta	3rd	6.28	5.02	1.34	13.69
Pinguitellina robusta	3rd	6.59	5.15	1.36	14.72
Pinguitellina robusta	3rd	11.12	8.98	2.85	89.01
Pinguitellina robusta	3rd	10.66	8.79	2.69	69.56
Pinguitellina robusta	3rd	7.90	6.84	1.99	30.93
Pinguitellina robusta	3rd	7.35	6.05	1.90	26.27
Pinguitellina robusta	3rd	7.46	6.12	1.61	22.84
Pinguitellina robusta	3rd	9.19	7.36	2.28	43.50
Pinguitellina robusta	3rd	9.08	7.66	2.37	48.89
Pinguitellina robusta	3rd	10.18	8.20	2.72	67.56
Pinguitellina robusta	3rd	6.59	5.47	1.55	19.56
Pinguitellina robusta	3rd	8.93	7.30	2.31	46.64
Pinguitellina robusta	3rd	9.14	7.33	2.12	38.14
Pinguitellina robusta	3rd	8.34	6.72	1.89	30.02
Fragum fragum	3rd	12.45	10.90	4.32	115.25
Fragum fragum	3rd	8.10	7.53	2.91	42.45
Fragum fragum	3rd	7.35	6.78	2.50	33.94
Fragum fragum	3rd	7.16	6.43	2.58	31.39
Fragum fragum	3rd	6.43	5.91	2.26	23.38
Fragum fragum	3rd	6.60	5.97	2.20	20.01
Abranda jeanae	3rd	20.64	14.12	3.07	193.85
Abranda jeanae	3rd	15.75	11.31	2.30	69.36
Abranda jeanae	3rd	15.65	11.26	2.31	80.23
Abranda jeanae	3rd	10.95	7.70	1.58	18.64
Abranda jeanae	3rd	9.61	6.48	1.67	12.07
Abranda jeanae	3rd	19.04	12.93	2.92	142.56
Abranda jeanae	3rd	11.96	8.48	1.73	26.46
Abranda jeanae	3rd	14.37	10.03	2.09	57.60
Abranda jeanae	3rd	11.79	7.94	1.76	24.25
Abranda jeanae	3rd	9.04	6.17	1.24	10.08
Abranda jeanae	3rd	16.25	11.73	2.57	71.60
Abranda jeanae	3rd	10.64	7.35	1.55	17.61
Abranda jeanae	3rd	17.42	11.81	2.37	103.52
Abranda jeanae	3rd	8.49	5.56	1.42	6.98
Exotica clathrata	3rd	13.95	7.40	1.88	41.09
Exotica clathrata	3rd	12.93	6.83	1.76	29.81
Exotica clathrata	3rd	11.09	6.02	1.62	22.21
Exotica clathrata	3rd	13.09	6.89	1.74	29.99
Exotica clathrata	3rd	12.69	6.83	1.75	37.59
Exotica clathrata	3rd	11.04	6.68	1.83	34.63
Exotica clathrata	3rd	10.57	5.86	1.47	17.55
Exotica clathrata	3rd	10.84	6.12	1.53	21.71
Exotica clathrata	3rd	9.14	5.17	1.31	15.77
Exotica clathrata	3rd	11.13	5.72	1.51	17.94
Exotica clathrata	3rd	10.11	5.45	1.41	14.75
Exotica clathrata	3rd	11.03	5.72	1.33	16.37
Exotica clathrata	3rd	12.62	6.68	1.74	28.14
Exotica clathrata	3rd	9.36	4.99	1.19	12.58
Exotica clathrata	3rd	9.11	4.97	1.30	10.81
Exotica clathrata	3rd	8.45	4.29	1.30	8.93
Exotica clathrata	3rd	10.49	5.71	1.41	16.70
Exotica clathrata	3rd	8.32	4.46	1.37	11.52
Exotica clathrata	3rd	7.98	4.67	1.12	6.99
Exotica clathrata	3rd	8.03	4.11	1.16	6.69
Exotica clathrata	3rd	7.32	4.16	1.10	6.48
Exotica clathrata	3rd	6.46	3.34	1.00	4.00
Exotica clathrata	3rd	8.22	4.74	1.24	8.04
Exotica clathrata	3rd	8.51	5.50	1.32	9.87
Exotica clathrata	3rd	7.50	4.77	1.03	5.31
Scissulina dispar	3rd	9.09	5.85	1.20	13.21
Scissulina dispar	3rd	9.33	5.95	1.28	15.08
Scissulina dispar	3rd	17.71	11.56	2.43	97.80
Scissulina dispar	3rd	13.65	8.98	1.96	47.68
Scissulina dispar	3rd	8.72	5.43	1.28	15.75
Scissulina dispar	3rd	17.84	10.63	2.45	88.76
Scissulina dispar	3rd	14.95	9.26	2.02	58.61
Scissulina dispar	3rd	9.88	6.48	1.46	18.65
Scissulina dispar	3rd	11.19	7.20	1.57	22.43
Scissulina dispar	3rd	11.61	7.40	1.56	27.85
Scissulina dispar	3rd	9.40	5.58	1.31	13.63
Scissulina dispar	3rd	8.56	5.12	1.15	9.70
Scissulina dispar	3rd	10.14	6.89	1.36	17.31
Scissulina dispar	3rd	9.08	5.87	1.25	11.91
Scissulina dispar	3rd	7.99	4.94	1.09	7.87
Scissulina dispar	3rd	9.10	5.75	1.35	17.56
Scissulina dispar	3rd	9.32	5.83	1.26	12.49
Scissulina dispar	3rd	7.88	5.37	1.10	8.52
Scissulina dispar	3rd	8.94	5.89	1.38	10.69
Microfragum festivum	3rd	6.16	6.09	2.22	28.11
Microfragum festivum	3rd	10.98	10.84	3.76	150.38
Ctena bella	3rd	13.31	13.04	3.55	282.07
Ctena bella	3rd	11.89	11.07	2.97	132.24
Ctena bella	3rd	8.40	7.82	1.84	43.06
Ctena bella	3rd	9.11	8.30	1.84	53.72
Ctena bella	3rd	10.90	10.31	2.57	118.03
Ctena bella	3rd	8.27	7.84	2.07	69.80
Ctena bella	3rd	8.09	7.44	1.81	44.67
Ctena bella	3rd	6.59	5.69	1.45	22.34
Ctena bella	3rd	7.70	7.16	1.90	45.45
Ctena bella	3rd	7.38	6.71	1.69	32.00
Ctena bella	3rd	7.29	6.84	1.77	42.46
Ctena bella	3rd	6.53	5.79	1.45	22.45
Ctena bella	3rd	5.91	5.53	1.43	19.58
Ctena bella	3rd	5.95	5.36	1.41	18.23
Ctena bella	3rd	6.75	6.18	1.48	25.09
Ctena bella	3rd	5.55	4.98	1.23	13.90
Tellina gargadia	3rd	6.07	4.40	1.09	14.91
Tellina gargadia	3rd	6.67	4.71	1.30	23.92
Tellina gargadia	3rd	7.19	4.85	1.19	19.62
Tellina gargadia	3rd	6.40	4.44	1.00	11.72
Abranda jeanae	2nd	16.28	11.15	2.35	88.75
Abranda jeanae	2nd	17.31	12.34	2.49	93.39
Exotica clathrata	2nd	12.59	6.55	1.66	26.37
Exotica clathrata	2nd	9.61	5.18	1.27	12.44
Exotica clathrata	2nd	9.78	5.54	1.30	13.10
Exotica clathrata	2nd	12.77	6.78	1.63	37.70
Exotica clathrata	2nd	6.96	3.99	1.11	6.21
Exotica clathrata	2nd	7.68	4.19	1.18	6.54
Exotica clathrata	2nd	5.98	3.14	0.84	2.33
Exotica clathrata	2nd	11.69	6.51	1.57	24.60
Exotica clathrata	2nd	8.99	5.62	1.11	9.57
Scissulina dispar	2nd	18.91	12.36	2.69	124.26
Scissulina dispar	2nd	15.67	10.35	2.18	81.87
Scissulina dispar	2nd	15.39	9.73	2.03	63.77
Scissulina dispar	2nd	13.23	8.03	1.68	37.84
Scissulina dispar	2nd	11.55	7.32	1.57	26.14
Scissulina dispar	2nd	11.85	7.66	1.66	29.02
Scissulina dispar	2nd	9.36	5.84	1.17	11.14
Scissulina dispar	2nd	7.27	4.34	1.02	5.70
Scissulina dispar	2nd	7.67	4.64	1.02	6.43
Scissulina dispar	2nd	8.23	5.16	1.08	7.12
Pinguitellina robusta	2nd	10.86	9.53	2.87	85.99
Pinguitellina robusta	2nd	12.24	10.19	3.33	99.68
Pinguitellina robusta	2nd	12.14	10.26	3.17	119.96
Pinguitellina robusta	2nd	10.04	8.43	2.50	67.96
Pinguitellina robusta	2nd	7.17	5.80	1.76	22.18
Pinguitellina robusta	2nd	10.17	8.86	2.54	57.32
Pinguitellina robusta	2nd	8.64	7.17	2.18	42.20
Pinguitellina robusta	2nd	10.14	8.32	2.54	64.51
Pinguitellina robusta	2nd	9.41	8.04	2.45	56.97
Pinguitellina robusta	2nd	10.03	8.40	2.56	61.99
Pinguitellina robusta	2nd	7.14	6.00	1.76	22.93
Pinguitellina robusta	2nd	9.07	7.73	2.43	55.51
Pinguitellina robusta	2nd	7.08	5.84	1.68	23.19
Pinguitellina robusta	2nd	7.97	6.94	2.08	33.10
Pinguitellina robusta	2nd	7.58	6.22	1.84	26.06
Pinguitellina robusta	2nd	7.59	6.27	1.82	28.64
Pinguitellina robusta	2nd	8.32	6.90	1.98	33.18
Pinguitellina robusta	2nd	7.37	6.25	1.85	27.97
Pinguitellina robusta	2nd	7.97	6.78	1.94	29.61
Pinguitellina robusta	2nd	8.28	6.78	2.01	35.69
Pinguitellina robusta	2nd	7.54	6.29	1.84	25.92
Pinguitellina robusta	2nd	11.32	9.66	2.99	93.60
Pinguitellina robusta	2nd	10.03	8.55	2.40	54.78
Pinguitellina robusta	2nd	10.21	8.54	2.62	65.30
Pinguitellina robusta	2nd	11.78	10.16	3.28	115.86
Pinguitellina robusta	2nd	11.89	10.08	3.12	106.59
Pinguitellina robusta	2nd	9.96	8.17	2.51	57.93
Pinguitellina robusta	2nd	9.68	8.42	2.61	61.82
Pinguitellina robusta	2nd	11.09	9.32	2.76	77.24
Pinguitellina robusta	2nd	8.93	7.30	2.14	44.96
Pinguitellina robusta	2nd	10.50	8.76	2.66	73.94
Pinguitellina robusta	2nd	8.04	6.75	1.91	28.03
Pinguitellina robusta	2nd	9.54	7.99	2.33	44.79
Pinguitellina robusta	2nd	8.32	7.00	1.96	30.56
Pinguitellina robusta	2nd	10.05	8.53	2.39	55.59
Pinguitellina robusta	2nd	8.48	7.11	2.24	36.36
Pinguitellina robusta	2nd	8.78	7.49	2.18	41.35
Pinguitellina robusta	2nd	7.95	6.96	2.16	36.41
Pinguitellina robusta	2nd	8.73	7.27	2.12	35.03
Pinguitellina robusta	2nd	8.15	6.84	1.93	30.00
Pinguitellina robusta	2nd	7.10	5.87	1.62	19.06
Pinguitellina robusta	2nd	8.01	6.81	1.95	29.63
Pinguitellina robusta	2nd	7.81	6.70	1.88	27.51
Ctena bella	2nd	11.24	10.49	2.68	139.26
Abranda jeanae	2nd	8.84	5.64	1.23	7.73
Abranda jeanae	2nd	15.72	11.40	2.36	64.81
Abranda jeanae	2nd	18.07	12.94	2.78	118.19
Abranda jeanae	2nd	18.99	13.58	2.92	127.73
Abranda jeanae	2nd	16.03	11.36	2.33	62.89
Abranda jeanae	2nd	8.95	6.36	1.30	11.32
Abranda jeanae	2nd	11.89	8.37	1.71	26.24
Abranda jeanae	2nd	11.69	8.19	1.67	19.85
Abranda jeanae	2nd	11.33	7.95	1.77	21.61
Abranda jeanae	2nd	8.02	5.91	1.18	6.60
Abranda jeanae	2nd	10.73	7.56	1.55	18.99
Fragum fragum	2nd	5.98	6.47	2.31	21.76
Scissulina dispar	2nd	16.54	11.39	2.62	97.19
Scissulina dispar	2nd	11.35	7.17	1.51	23.26
Scissulina dispar	2nd	11.93	7.56	1.49	25.56
Scissulina dispar	2nd	7.73	5.67	1.22	11.57
Exotica clathrata	2nd	8.86	4.74	1.35	10.93
Exotica clathrata	2nd	7.08	3.56	1.43	4.73
Exotica clathrata	2nd	9.03	4.89	1.26	11.09
Exotica clathrata	2nd	13.60	7.20	1.90	39.64
Exotica clathrata	2nd	11.09	5.77	1.51	20.82
Exotica clathrata	2nd	9.98	5.35	1.38	15.15
Exotica clathrata	2nd	14.40	7.57	2.01	58.28
Exotica clathrata	2nd	10.94	5.97	1.61	25.12
Exotica clathrata	2nd	9.88	5.59	1.30	16.33
Exotica clathrata	2nd	10.93	5.91	1.52	19.83
Exotica clathrata	2nd	9.58	5.96	1.28	10.79
Exotica clathrata	2nd	6.01	3.30	0.86	2.68
Exotica clathrata	2nd	10.69	5.73	1.47	15.64
Exotica clathrata	2nd	9.58	5.63	1.42	14.32
Exotica clathrata	2nd	9.13	5.04	1.27	10.48
Pinguitellina robusta	1st	12.23	10.27	3.17	112.62
Pinguitellina robusta	1st	9.72	8.27	2.26	46.68
Pinguitellina robusta	1st	11.16	9.16	2.93	87.79
Pinguitellina robusta	1st	11.82	10.00	2.86	102.22
Pinguitellina robusta	1st	10.68	9.71	2.96	81.01
Pinguitellina robusta	1st	11.59	9.77	3.09	105.52
Pinguitellina robusta	1st	12.17	10.13	3.18	97.62
Pinguitellina robusta	1st	9.20	7.61	2.10	42.11
Pinguitellina robusta	1st	8.39	7.11	2.17	41.23
Pinguitellina robusta	1st	10.14	8.53	2.76	82.32
Pinguitellina robusta	1st	10.08	8.31	2.59	63.72
Pinguitellina robusta	1st	9.04	7.63	2.26	44.72
Pinguitellina robusta	1st	8.24	6.80	2.09	37.88
Pinguitellina robusta	1st	9.30	8.09	2.42	55.52
Pinguitellina robusta	1st	8.40	7.24	2.26	42.02
Pinguitellina robusta	1st	9.00	7.59	2.23	44.06
Pinguitellina robusta	1st	7.64	6.31	2.05	36.74
Pinguitellina robusta	1st	7.88	6.62	2.06	35.28
Pinguitellina robusta	1st	6.32	5.19	1.56	18.03
Pinguitellina robusta	1st	6.72	5.59	1.66	19.61
Pinguitellina robusta	1st	10.28	8.64	2.76	72.52
Pinguitellina robusta	1st	9.79	8.31	2.59	59.83
Pinguitellina robusta	1st	10.52	9.14	2.59	63.48
Pinguitellina robusta	1st	11.95	9.97	3.20	99.49
Pinguitellina robusta	1st	8.51	7.01	2.16	37.71
Pinguitellina robusta	1st	6.37	5.04	1.41	13.59
Fragum fragum	1st	5.94	6.68	2.19	24.48
Fragum fragum	1st	5.22	5.60	1.92	\N
Abranda jeanae	1st	18.69	12.91	2.75	143.32
Abranda jeanae	1st	19.05	13.22	2.88	135.02
Abranda jeanae	1st	19.69	13.85	3.00	150.76
Abranda jeanae	1st	17.88	12.73	2.81	103.19
Abranda jeanae	1st	18.74	13.52	3.03	129.13
Abranda jeanae	1st	14.59	10.30	2.22	49.75
Abranda jeanae	1st	16.47	11.44	2.45	84.11
Abranda jeanae	1st	17.93	13.02	2.85	107.24
Abranda jeanae	1st	18.16	13.06	2.82	110.75
Abranda jeanae	1st	14.49	10.08	2.25	50.78
Abranda jeanae	1st	12.98	9.10	1.98	35.46
Abranda jeanae	1st	13.32	9.44	1.97	35.42
Abranda jeanae	1st	12.29	8.50	1.83	32.10
Abranda jeanae	1st	9.91	6.63	1.57	15.07
Abranda jeanae	1st	9.63	6.04	1.44	14.37
Abranda jeanae	1st	10.58	7.18	1.52	17.91
Abranda jeanae	1st	9.51	6.65	1.84	33.49
Abranda jeanae	1st	9.83	6.87	1.50	13.34
Abranda jeanae	1st	8.73	6.12	1.35	10.67
Scissulina dispar	1st	16.52	10.86	2.28	89.87
Scissulina dispar	1st	17.60	11.18	2.54	93.55
Scissulina dispar	1st	15.19	10.19	2.17	76.73
Scissulina dispar	1st	9.20	6.11	1.41	14.36
Scissulina dispar	1st	13.49	8.76	1.89	45.36
Scissulina dispar	1st	9.81	6.00	1.31	15.11
Scissulina dispar	1st	8.52	5.23	1.27	10.01
Microfragum festivum	1st	13.92	12.99	5.37	424.02
Microfragum festivum	1st	9.37	9.01	3.68	159.86
Microfragum festivum	1st	9.22	8.82	3.33	125.08
Microfragum festivum	1st	7.88	7.62	2.68	68.27
Tellina gargadia	1st	7.17	5.43	1.25	21.68
Exotica clathrata	1st	10.68	5.26	1.29	16.23
Exotica clathrata	1st	7.58	3.94	1.10	5.28
Exotica clathrata	1st	7.86	4.55	1.85	6.22
Exotica clathrata	1st	16.44	8.51	2.25	98.79
Exotica clathrata	1st	17.77	9.23	2.32	108.57
Exotica clathrata	1st	9.65	5.42	1.24	14.27
Exotica clathrata	1st	10.49	6.51	1.45	19.00
Exotica clathrata	1st	11.23	6.48	1.70	32.28
Exotica clathrata	1st	12.28	6.71	1.76	41.44
Exotica clathrata	1st	10.88	5.90	1.43	24.74
Exotica clathrata	1st	10.87	5.84	1.46	24.06
Exotica clathrata	1st	10.77	6.01	1.45	18.44
Exotica clathrata	1st	7.78	3.92	1.29	8.54
Exotica clathrata	1st	11.05	6.08	1.51	26.44
Exotica clathrata	1st	9.50	5.06	1.20	12.41
Exotica clathrata	1st	8.67	4.78	1.14	12.44
Exotica clathrata	1st	9.68	5.43	1.35	12.85
Exotica clathrata	1st	9.08	4.72	1.32	11.85
Exotica clathrata	1st	9.96	6.32	1.32	12.67
Exotica clathrata	1st	9.48	5.26	2.23	14.03
Exotica clathrata	1st	8.13	4.62	1.37	8.51
Exotica clathrata	1st	8.59	4.74	1.24	12.89
Exotica clathrata	1st	9.04	5.08	1.22	10.18
Exotica clathrata	1st	7.92	4.15	1.71	7.12
Abranda jeanae	3rd	16.50	12.13	2.56	91.28
Abranda jeanae	3rd	18.00	13.43	2.85	147.54
Abranda jeanae	3rd	22.48	15.89	3.51	283.90
Abranda jeanae	3rd	20.18	14.50	3.09	177.05
Abranda jeanae	3rd	18.68	13.09	2.75	134.42
Abranda jeanae	3rd	15.79	11.31	2.22	63.75
Abranda jeanae	3rd	10.89	7.60	1.60	19.06
Abranda jeanae	3rd	9.79	6.84	1.42	13.06
Abranda jeanae	3rd	7.88	5.52	1.27	6.82
Pinguitellina robusta	3rd	11.61	9.58	3.20	100.22
Pinguitellina robusta	3rd	11.80	10.16	3.14	102.62
Pinguitellina robusta	3rd	13.60	11.13	3.56	155.89
Pinguitellina robusta	3rd	10.03	8.40	2.44	61.92
Pinguitellina robusta	3rd	9.81	8.47	2.73	76.78
Pinguitellina robusta	3rd	10.15	8.89	2.43	58.35
Pinguitellina robusta	3rd	11.07	9.75	3.12	104.14
Pinguitellina robusta	3rd	10.32	8.88	2.81	85.58
Pinguitellina robusta	3rd	9.83	8.18	2.46	62.46
Pinguitellina robusta	3rd	11.52	9.19	3.02	90.25
Pinguitellina robusta	3rd	10.54	8.50	2.72	72.49
Pinguitellina robusta	3rd	10.24	8.31	2.54	62.35
Pinguitellina robusta	3rd	10.74	9.06	2.83	73.80
Pinguitellina robusta	3rd	10.25	8.95	2.77	81.56
Pinguitellina robusta	3rd	8.19	6.78	1.95	31.72
Pinguitellina robusta	3rd	8.52	6.88	2.15	41.21
Pinguitellina robusta	3rd	7.93	6.72	1.89	32.26
Pinguitellina robusta	3rd	9.31	7.81	2.47	55.36
Pinguitellina robusta	3rd	7.85	6.49	1.93	32.87
Pinguitellina robusta	3rd	7.68	6.31	1.75	25.26
Pinguitellina robusta	3rd	10.86	9.45	2.86	77.44
Pinguitellina robusta	3rd	12.24	10.41	3.43	129.15
Pinguitellina robusta	3rd	10.59	9.31	2.85	80.29
Pinguitellina robusta	3rd	10.17	8.94	2.60	73.01
Pinguitellina robusta	3rd	9.89	8.43	2.64	64.55
Pinguitellina robusta	3rd	9.66	8.34	2.29	55.57
Pinguitellina robusta	3rd	6.77	5.65	1.53	17.20
Pinguitellina robusta	3rd	6.65	5.26	1.66	21.50
Pinguitellina robusta	3rd	6.08	5.56	1.51	17.89
Pinguitellina robusta	3rd	7.04	6.07	1.62	19.17
Fragum fragum	3rd	6.30	6.83	2.51	28.68
Fragum fragum	3rd	5.80	6.34	2.26	20.06
Fragum fragum	3rd	5.99	6.78	2.55	28.03
Fragum fragum	3rd	5.12	5.91	2.00	16.28
Fragum fragum	3rd	6.12	6.85	2.50	27.86
Ctena bella	3rd	12.73	11.97	3.21	225.82
Ctena bella	3rd	10.55	9.55	2.17	97.05
Ctena bella	3rd	8.62	8.14	2.24	67.94
Ctena bella	3rd	7.98	7.10	1.75	46.86
Ctena bella	3rd	7.00	6.06	1.55	29.16
Ctena bella	3rd	7.19	6.20	1.42	25.97
Ctena bella	3rd	6.64	5.80	1.32	17.64
Ctena bella	3rd	5.28	4.64	1.31	14.19
Ctena bella	3rd	5.59	5.16	1.09	12.69
Tellina gargadia	3rd	7.21	4.66	1.18	17.27
Callista phasianella	3rd	7.14	6.18	1.99	26.04
Callista phasianella	3rd	6.29	5.55	1.75	18.61
Exotica clathrata	3rd	11.93	6.19	1.60	25.93
Exotica clathrata	3rd	13.34	7.08	1.66	33.73
Exotica clathrata	3rd	12.25	6.44	1.64	32.08
Exotica clathrata	3rd	12.37	6.47	1.66	29.29
Exotica clathrata	3rd	12.30	6.41	1.82	29.14
Exotica clathrata	3rd	14.30	7.60	1.93	47.70
Exotica clathrata	3rd	11.11	6.74	1.61	30.14
Exotica clathrata	3rd	9.40	4.99	1.29	17.77
Exotica clathrata	3rd	12.02	6.65	1.64	31.79
Exotica clathrata	3rd	12.55	6.83	1.82	31.96
Exotica clathrata	3rd	11.62	5.94	1.55	25.55
Exotica clathrata	3rd	10.79	5.71	1.39	15.05
Exotica clathrata	3rd	7.60	4.69	1.21	8.38
Exotica clathrata	3rd	9.57	4.93	1.40	23.38
Exotica clathrata	3rd	10.35	5.46	1.57	13.33
Exotica clathrata	3rd	7.70	4.79	1.36	7.57
Exotica clathrata	3rd	9.10	4.67	1.35	21.68
Exotica clathrata	3rd	10.98	6.31	1.57	22.16
Exotica clathrata	3rd	8.42	4.73	1.07	6.81
Exotica clathrata	3rd	8.82	5.44	1.24	14.59
Exotica clathrata	3rd	9.68	5.02	1.47	14.56
Exotica clathrata	3rd	9.28	4.93	1.51	16.10
Exotica clathrata	3rd	6.94	4.10	1.09	5.05
Exotica clathrata	3rd	5.59	3.37	0.96	5.60
Fragum fragum	1st	17.27	20.76	7.15	590.91
Fragum fragum	1st	12.20	13.54	4.27	151.93
Fragum fragum	1st	5.77	6.53	2.01	21.32
Fragum fragum	1st	6.60	7.67	2.54	31.08
Fragum fragum	1st	5.46	5.89	1.95	18.39
Ctena bella	1st	8.67	7.94	1.85	49.53
Ctena bella	1st	7.08	6.29	1.45	25.72
Ctena bella	1st	6.78	5.87	1.25	19.72
Ctena bella	1st	8.33	7.38	1.65	45.43
Ctena bella	1st	13.82	13.08	3.20	246.69
Ctena bella	1st	7.09	6.43	1.55	33.76
Ctena bella	1st	10.69	9.99	2.45	112.84
Abranda jeanae	1st	12.09	8.22	1.60	24.17
Abranda jeanae	1st	12.95	9.29	1.78	32.59
Abranda jeanae	1st	11.88	8.67	1.86	27.30
Abranda jeanae	1st	13.62	9.48	1.71	32.61
Abranda jeanae	1st	11.30	7.78	1.53	20.76
Abranda jeanae	1st	8.31	5.79	1.19	7.55
Fragum fragum	1st	6.96	7.35	2.64	36.33
Fragum fragum	1st	10.13	12.16	4.12	126.89
Fragum fragum	1st	7.36	8.31	2.85	42.17
Fragum fragum	1st	8.04	9.18	2.80	53.54
Fragum fragum	1st	6.14	6.84	2.15	24.56
Ctena bella	1st	9.48	9.52	2.38	92.34
Ctena bella	1st	15.15	15.13	3.94	467.76
Ctena bella	1st	6.24	5.57	1.26	20.02
Ctena bella	1st	15.04	15.15	3.78	462.61
Ctena bella	1st	12.04	11.66	3.11	184.12
Ctena bella	1st	8.40	7.93	2.04	72.56
Ctena bella	1st	12.45	12.25	3.00	185.79
Ctena bella	1st	9.54	9.17	2.11	83.11
Ctena bella	1st	10.92	10.64	2.63	139.63
Ctena bella	1st	8.25	7.86	1.90	55.33
Abranda jeanae	1st	14.03	10.11	1.98	43.59
Abranda jeanae	1st	15.36	10.22	2.19	56.23
Abranda jeanae	1st	14.52	9.87	2.10	44.43
Abranda jeanae	1st	14.49	10.17	2.10	50.16
Abranda jeanae	1st	9.22	6.44	1.16	9.95
Abranda jeanae	1st	8.37	5.71	1.08	7.48
Ctena bella	1st	13.09	12.92	3.25	229.74
Ctena bella	1st	13.28	13.10	3.28	223.80
Ctena bella	1st	8.65	7.63	1.87	57.02
Ctena bella	1st	5.77	4.92	1.03	11.44
Ctena bella	1st	6.39	5.96	1.45	25.00
Ctena bella	1st	6.11	5.54	1.24	18.05
Ctena bella	1st	10.84	9.86	2.23	112.24
Ctena bella	1st	8.15	7.85	2.00	69.52
Ctena bella	1st	9.94	9.88	2.31	107.37
Ctena bella	1st	7.34	6.69	1.60	38.97
Ctena bella	1st	6.57	6.01	1.38	25.10
Ctena bella	1st	6.14	5.47	1.28	18.48
Fragum fragum	1st	10.71	12.67	3.91	121.60
Fragum fragum	1st	12.03	12.92	4.63	160.19
Fragum fragum	1st	8.86	9.93	3.02	68.61
Fragum fragum	1st	7.84	8.73	2.84	43.44
Fragum fragum	1st	5.70	6.30	2.03	21.35
Fragum fragum	1st	5.47	5.52	1.82	16.67
Fragum fragum	1st	4.63	4.95	1.52	10.92
Ctena bella	1st	12.01	11.79	2.97	195.38
Ctena bella	1st	11.44	10.55	2.89	178.57
Ctena bella	1st	9.50	8.81	2.23	84.05
Ctena bella	1st	9.35	8.44	2.04	66.22
Ctena bella	1st	7.37	6.73	1.68	32.95
Fragum fragum	1st	5.95	6.68	2.14	23.67
Fragum fragum	1st	11.15	12.89	4.01	136.60
Fragum fragum	1st	7.90	8.40	2.78	45.25
Fragum fragum	1st	5.88	6.32	2.13	20.58
Fragum fragum	1st	4.68	5.12	1.65	10.04
Scissulina dispar	1st	10.60	7.35	1.33	18.28
Scissulina dispar	1st	13.49	8.58	2.02	50.28
Scissulina dispar	1st	15.84	10.41	2.51	88.38
Abranda jeanae	1st	17.34	12.64	2.56	93.70
Abranda jeanae	1st	17.55	12.22	2.59	96.15
Abranda jeanae	1st	13.51	9.69	2.05	50.46
Abranda jeanae	1st	16.24	11.35	2.42	67.16
Abranda jeanae	1st	15.61	10.95	2.49	66.84
Abranda jeanae	1st	13.85	10.17	1.95	44.59
Abranda jeanae	1st	12.00	8.20	1.71	25.65
Abranda jeanae	1st	10.57	7.48	1.47	16.52
Abranda jeanae	1st	13.92	9.52	1.91	55.95
Abranda jeanae	1st	10.74	7.26	2.81	34.60
Abranda jeanae	1st	17.32	12.38	4.95	182.40
Abranda jeanae	1st	13.56	9.66	1.19	34.32
Abranda jeanae	1st	16.50	11.66	2.42	71.46
Abranda jeanae	1st	17.60	12.25	2.39	95.05
Abranda jeanae	1st	16.13	11.43	2.27	75.07
Abranda jeanae	1st	15.44	10.43	2.15	52.59
Abranda jeanae	1st	17.08	12.15	2.54	84.44
Abranda jeanae	1st	15.31	10.91	2.04	60.83
Abranda jeanae	1st	14.88	10.63	2.11	56.71
Abranda jeanae	1st	15.77	10.89	2.31	61.16
Abranda jeanae	1st	16.58	11.96	2.32	78.98
Abranda jeanae	1st	15.17	10.60	2.20	53.34
Abranda jeanae	1st	12.81	9.28	1.76	34.02
Abranda jeanae	1st	12.17	8.56	1.64	28.40
Abranda jeanae	1st	8.59	5.95	1.31	9.37
Abranda jeanae	1st	8.23	5.67	1.23	7.71
Ctena bella	1st	15.76	14.75	3.96	470.84
Ctena bella	1st	17.22	17.76	5.18	761.83
Ctena bella	1st	15.24	15.32	4.53	635.71
Ctena bella	1st	11.56	11.91	3.28	185.85
Ctena bella	1st	9.66	9.35	2.26	99.40
